The Hardest Lessons for Startups to Learn,http://paulgraham.com/startuplessons.html,April 2006,"Sam Altman, Trevor Blackwell, Beau Hartshorne, Jessica Livingston, and Robert Morris"
See Randomness,http://paulgraham.com/randomness.html,April 2006,None
Are Software Patents Evil?,http://paulgraham.com/softwarepatents.html,March 2006,"Dan Bloomberg, Paul Buchheit, Sarah Harlin, Jessica Livingston, and Peter Norvig, Joel Lehrer and Peter Eng"
"6,631,372",http://paulgraham.com/6631327.html,March 2006,None
Why YC,http://paulgraham.com/whyyc.html,March 2006,None
How to Do What You Love,http://paulgraham.com/love.html,January 2006,"Trevor Blackwell, Dan Friedman, Sarah Harlin, Jessica Livingston, Jackie McDonough, Robert Morris, Peter Norvig, David Sloo, and Aaron Swartz"
Good and Bad Procrastination,http://paulgraham.com/procrastination.html,December 2005,"Trevor Blackwell, Jessica Livingston, and Robert Morris"
Web 2.0,http://paulgraham.com/web20.html,November 2005,"Trevor Blackwell, Sarah Harlin, Jessica Livingston, Peter Norvig, Aaron Swartz, and Jeff Weiner"
How to Fund a Startup,http://paulgraham.com/startupfunding.html,November 2005,"Sam Altman, Hutch Fishman, Steve Huffman, Jessica Livingston, Sesha Pratap, Stan Reiss, Andy Singleton, Zak Stone, and Aaron Swartz"
The Venture Capital Squeeze,http://paulgraham.com/vcsqueeze.html,November 2005,"Trevor Blackwell, Sarah Harlin, Jessica Livingston, and Robert Morris"
Ideas for Startups,http://paulgraham.com/ideas.html,October 2005,None
What I Did this Summer,http://paulgraham.com/sfp.html,October 2005,"Sarah Harlin, Steve Huffman, Jessica Livingston, Zak Stone, and Aaron Swartz"
Inequality and Risk,http://paulgraham.com/inequality.html,August 2005,"Chris Anderson, Trevor Blackwell, Dan Giffin, Jessica Livingston, and Evan Williams, Langley Steinert, Sangam Pant, and Mike Moritz"
After the Ladder,http://paulgraham.com/ladder.html,August 2005,None
What Business Can Learn from Open Source,http://paulgraham.com/opensource.html,August 2005,"Sarah Harlin, Jessica Livingston, and Robert Morris"
Hiring is Obsolete,http://paulgraham.com/hiring.html,May 2005,Jessica Livingston
The Submarine,http://paulgraham.com/submarine.html,April 2005,"Ingrid Basset, Trevor Blackwell, Sarah Harlin, Jessica Livingston, Jackie McDonough, Robert Morris, and Aaron Swartz"
Why Smart People Have Bad Ideas,http://paulgraham.com/bronze.html,April 2005,"Bill Birch, Trevor Blackwell, Jessica Livingston, and Robert Morris"
Return of the Mac,http://paulgraham.com/mac.html,March 2005,None
"Writing, Briefly",http://paulgraham.com/writing44.html,March 2005,None
Undergraduation,http://paulgraham.com/college.html,March 2005,"Trevor Blackwell, Alex Lewin, Jessica Livingston, Robert Morris, Eric Raymond, several anonymous CS professors"
A Unified Theory of VC Suckage,http://paulgraham.com/venturecapital.html,March 2005,None
How to Start a Startup,http://paulgraham.com/start.html,March 2005,"Trevor Blackwell, Sarah Harlin, Jessica Livingston, and Robert Morris"
What You'll Wish You'd Known,http://paulgraham.com/hs.html,January 2005,"Ingrid Bassett, Trevor Blackwell, Rich Draves, Dan Giffin, Sarah Harlin, Jessica Livingston, Jackie McDonough, Robert Morris, Mark Nitzberg, Lisa Randall, and Aaron Swartz"
Made in USA,http://paulgraham.com/usa.html,November 2004,"Trevor Blackwell, Barry Eisler, Sarah Harlin, Shiro Kawai, Jessica Livingston, Jackie McDonough, Robert Morris, and Eric Raymond"
"It's Charisma, Stupid",http://paulgraham.com/charisma.html,November 2004,"Trevor Blackwell, Maria Daniels, Jessica Livingston, Jackie McDonough, and Robert Morris, Eric Raymond"
Bradley's Ghost,http://paulgraham.com/polls.html,November 2004,None
A Version 1.0,http://paulgraham.com/laundry.html,October 2004,None
What the Bubble Got Right,http://paulgraham.com/bubble.html,September 2004,"Chris Anderson, Trevor Blackwell, Sarah Harlin, Jessica Livingston, and Robert Morris"
The Age of the Essay,http://paulgraham.com/essay.html,September 2004,"Ken Anderson, Trevor Blackwell, Sarah Harlin, Jessica Livingston, Jackie McDonough, and Robert Morris"
The Python Paradox,http://paulgraham.com/pypar.html,August 2004,None
Great Hackers,http://paulgraham.com/gh.html,July 2004,"Jessica Livingston, Robert Morris, and Sarah Harlin"
Mind the Gap,http://paulgraham.com/gap.html,May 2004,None
How to Make Wealth,http://paulgraham.com/wealth.html,May 2004,None
"The Word ""Hacker""",http://paulgraham.com/gba.html,April 2004,"Ken Anderson, Trevor Blackwell, Daniel Giffin, Sarah Harlin, Shiro Kawai, Jessica Livingston, Matz, Jackie McDonough, Robert Morris, Eric Raymond, Guido van Rossum, David Weinberger, and Stephen Wolfram"
What You Can't Say,http://paulgraham.com/say.html,January 2004,"Sarah Harlin, Trevor Blackwell, Jessica Livingston, Robert Morris, Eric Raymond and Bob van der Zwaan, Lisa Randall, Jackie McDonough, Ryan Stanley and Joel Rainey"
Filters that Fight Back,http://paulgraham.com/ffb.html,August 2003,"Brian Burton, Bill Yerazunis, Dan Giffin, Eric Raymond, and Richard Jowsey"
Hackers and Painters,http://paulgraham.com/hp.html,May 2003,"Trevor Blackwell, Robert Morris, Dan Giffin, and Lisa Randall"
If Lisp is So Great,http://paulgraham.com/iflisp.html,May 2003,None
The Hundred-Year Language,http://paulgraham.com/hundred.html,April 2003,"Trevor Blackwell, Robert Morris, and Dan Giffin"
Why Nerds are Unpopular,http://paulgraham.com/nerds.html,February 2003,"Sarah Harlin, Trevor Blackwell, Robert Morris, Eric Raymond, and Jackie Weicker, and Maria Daniels"
Better Bayesian Filtering,http://paulgraham.com/better.html,January 2003,"Sarah Harlin, Trevor Blackwell, and Dan Giffin"
Design and Research,http://paulgraham.com/desres.html,January 2003,None
A Plan for Spam,http://paulgraham.com/spam.html,August 2002,"Sarah Harlin, Daniel Giffin, Robert Morris, Trevor Blackwell and Erann Gat, Raph Levien, Chip Coldwell and Sam Steingold"
Revenge of the Nerds,http://paulgraham.com/icad.html,May 2002,"Ken Anderson, Trevor Blackwell, Erann Gat, Dan Giffin, Sarah Harlin, Jeremy Hylton, Robert Morris, Peter Norvig, Guy Steele, and Anton van Straaten."
Succinctness is Power,http://paulgraham.com/power.html,May 2002,None
What Languages Fix,http://paulgraham.com/fix.html,Not listed,None
Taste for Makers,http://paulgraham.com/taste.html,February 2002,None
Why Arc Isn't Especially Object-Oriented,http://paulgraham.com/noop.html,Not listed,None
What Made Lisp Different,http://paulgraham.com/diff.html,December 2001,None
The Other Road Ahead,http://paulgraham.com/road.html,September 2001,"Sarah Harlin, Trevor Blackwell, Robert Morris, Eric Raymond, Ken Anderson, and Dan Giffin, Dan Bricklin and Bob Frankston"
The Roots of Lisp,http://paulgraham.com/rootsoflisp.html,May 2001,None
Five Questions about Language Design,http://paulgraham.com/langdes.html,May 2001,None
Being Popular,http://paulgraham.com/popular.html,May 2001,None
Java's Cover,http://paulgraham.com/javacover.html,April 2001,None
Beating the Averages,http://paulgraham.com/avg.html,April 2001,None
Lisp for Web-Based Applications,http://paulgraham.com/lwba.html,April 2001,None
Programming Bottom-Up,http://paulgraham.com/progbot.html,1993,None
